__sf_row_id,transaction_id,timestamp,account_id,transaction_type,amount,merchant_id,merchant_category,merchant_country,channel,status,currency,fraudulent_score,is_fraud,is_disputed,dispute_amount,velocity_score,distance_from_home,time_since_last_transaction_hours,card_type,card_brand,card_age_months,card_used_before,account_balance_before,account_balance_after,account_credit_limit,customer_age,customer_tenure_years,is_vip,similar_transactions_24h,total_transactions_30d,avg_transaction_amount_30d,latitude,longitude,country_code,ip_address,device_fingerprint,is_new_device,customer_segment,transaction_category_numeric,was_alert_triggered,days_since_account_opening
10,TRX_00000010,2026-03-10 15:09:22.279637,ACC_000043,Charge,0.7734739251529992,MERCH_00420,Utilities,USA,Mobile,Completed,EUR,0.0241496341642767,0.0,0.0,0.0,3.664397959518066,17.585831415647284,12.177217206992834,Credit,Amex,21.23238159293977,1.0,4555.705809297877,4032.964094471147,2932.818089785118,44.0,18.81102764807863,0.0,2.0,16.0,216.40220685813668,-39.54911450719892,-161.65057977557308,AU,160.59.208.235,DEV_000718,0.0,Silver,40.0,0.0,344.27240297310607
11,TRX_00000011,2026-04-17 19:09:22.279640,ACC_000136,Withdrawal,132.3305640592948,MERCH_00127,Travel,USA,Mobile,Completed,USD,0.1114975714224704,0.0,0.0,0.0,8.166080131780404,14.809891970287804,2.871977540963002,Credit,Visa,10.490143506212576,1.0,1524.602617389341,1316.068211410756,4039.640719953996,29.0,1.5421140116760674,0.0,1.0,15.0,51.88934878054068,0.052657896203371,167.11346601879808,US,54.145.3.149,DEV_000775,0.0,Gold,15.0,0.0,272.7410800555651
12,TRX_00000012,2025-08-03 07:09:22.279642,ACC_000073,Withdrawal,186.94014470953303,MERCH_00044,Retail,Canada,Mobile,Completed,EUR,0.0229634209183254,0.0,0.0,0.0,3.930941076846031,60.662408924249135,3.3157710002947742,Debit,Amex,34.79442351136518,1.0,2254.4597747795724,2307.421821416568,7137.287599113095,52.0,4.308749390733926,0.0,1.0,16.0,131.9547331744508,62.62291984343659,51.48271584459718,US,233.136.6.55,DEV_000235,0.0,Premium,2.0,0.0,171.68464594114644
13,TRX_00000013,2026-02-07 11:09:22.279644,ACC_000035,Payment,83.23565228765904,MERCH_00217,Travel,USA,Online,Completed,CAD,0.0477981602702419,0.0,0.0,0.0,1.3567299193785387,39.6216261606506,3.3242215318836807,Debit,Visa,19.3051608294622,1.0,2415.802691860037,3198.0350937171884,12237.717192070351,108.0,3.1953105770204635,0.0,2.0,13.0,114.84726139865016,87.10211969706694,-174.21543331575424,US,187.29.18.187,DEV_000009,0.0,Premium,17.0,0.0,465.0762035005122
14,TRX_00000014,2025-10-10 13:09:22.279794,ACC_000100,Charge,24.311095668498247,MERCH_00234,Grocery,USA,Online,Completed,USD,0.1176700858353304,0.0,0.0,0.0,4.117650201602473,34.87716600507569,1.634906823958604,Credit,Visa,37.1861585256189,1.0,6226.314507328465,2877.142122134089,1083.536888196778,50.0,9.9854279881477,0.0,3.0,20.0,98.88756391037212,207.57334466327885,-141.67598921112818,US,57.168.88.100,DEV_000396,0.0,Bronze,10.0,0.0,1017.1501904263156
15,TRX_00000015,2025-10-21 09:09:22.279797,ACC_000155,Withdrawal,1.493273914579899,MERCH_00135,Retail,Australia,Online,Completed,CAD,0.0167104907040472,0.0,0.0,0.0,7.86117952394334,5.059380299888484,0.6104801279505611,Credit,Visa,16.217296147037473,1.0,998.7118362034676,6362.779366829936,4789.13255910631,108.0,12.540865378372768,0.0,0.0,20.0,35.01682820176216,-62.464849133146615,409.7767223941856,UK,118.123.155.183,DEV_000840,0.0,Bronze,40.0,0.0,130.64827652818386
16,TRX_00000016,2025-08-25 08:09:22.279800,ACC_000254,Withdrawal,1399.0858421760875,MERCH_00167,Online,UK,Mobile,Completed,USD,0.1785277151812456,0.0,0.0,0.0,7.970795446345493,83.13159945737317,1.518918540142974,Credit,Visa,12.09386634512667,0.0,1457.6876084026635,1714.0265104933396,7403.583816291901,26.0,4.877897094490848,0.0,3.0,25.5,250.99871549884227,71.70568004880147,179.20597131918356,AU,25.199.229.34,DEV_000045,0.0,Bronze,10.0,0.0,344.774369801742
17,TRX_00000017,2026-03-31 12:09:22.279850,ACC_000170,Transfer,1399.0858421760875,MERCH_00480,Online,Australia,Online,Completed,USD,0.0714392014092895,0.0,0.0,0.0,14.016045407601371,9.349579546293665,9.29282466039661,Credit,Mastercard,15.270280248213544,1.0,6226.314507328465,5343.046387011505,10366.386717523032,64.0,0.4349187765041156,0.0,3.0,14.0,180.20478968131656,34.59483229027825,-147.74682945296192,US,176.79.176.61,DEV_000272,7.733281077317917,Bronze,45.0,0.0,354.54605981193095
18,TRX_00000018,2025-11-11 01:09:22.279855,ACC_000215,Transfer,27.604066215858467,MERCH_00236,Retail,USA,In-Person,Completed,EUR,0.0808784867776609,0.0,0.0,0.0,4.091530034893147,38.59319874233774,18.358203320966766,Prepaid,Mastercard,18.059485509837355,1.0,1189.8059196414388,1163.897365410107,12237.717192070351,63.0,1.2889837075514623,0.0,3.0,18.0,51.88579695941594,-74.01598012443552,-155.59725201798176,UK,202.242.161.252,DEV_000354,0.0,Silver,3.0,0.0,185.8430398460821
19,TRX_00000019,2025-12-29 19:09:22.279858,ACC_000169,Withdrawal,217.04828884980924,MERCH_00092,Grocery,USA,Mobile,Completed,USD,0.0395673287436841,0.0,0.0,0.0,4.258355814828834,43.90423925748222,9.492209248170235,Debit,Visa,41.55768291814065,1.0,1009.6833857375118,1483.885736509803,2654.613498088045,29.0,8.29540096528586,0.0,2.0,21.0,285.3596610084885,-28.718477387194525,63.59282510415605,US,174.17.18.6,DEV_000526,0.0,Gold,25.0,7.111782412097536,712.7319770413383
20,TRX_00000020,2025-08-26 08:09:22.279917,ACC_000251,Transfer,3.910680395918305,MERCH_00004,Retail,Canada,In-Person,Completed,USD,0.0460068236592319,0.0,0.0,0.0,6.473791188013797,125.61513209868512,18.358203320966766,Credit,Visa,25.21957961887106,1.0,2791.380433928678,6362.779366829936,7923.519774394565,108.0,4.166171863239804,0.0,2.0,25.5,606.6988738965103,54.65805253102556,43.60072014742568,US,249.150.66.2,DEV_000321,0.0,Gold,30.0,0.0,178.48860888142625
21,TRX_00000021,2025-05-23 18:09:22.279921,ACC_000054,Deposit,224.62360334928,MERCH_00155,Online,USA,Mobile,Completed,GBP,0.04400520180887,0.0,0.0,0.0,1.747043294933222,44.943326899128735,18.358203320966766,Credit,Visa,5.581597874410079,1.0,2094.693188801564,2260.5968981992173,1517.096215018132,32.0,0.742521803958997,0.0,4.0,25.5,60.74836049278613,67.01899667046573,132.67359559560725,US,237.52.28.224,DEV_000824,0.0,Silver,10.0,1.0,38.98569720621994
22,TRX_00000022,2026-02-02 06:09:22.279923,ACC_000090,Deposit,40.98619917330015,MERCH_00244,Online,UK,Phone,Completed,AUD,0.0557781174777488,0.0,0.0,0.0,10.65080683768369,70.9702660150997,1.024753376993874,Debit,Visa,23.03131740559161,1.0,2000.2919205062165,2550.80450149123,1311.8070337557529,46.0,4.24728556414118,inf,3.0,22.0,64.97036180612325,44.71504932359685,130.49346847530256,US,214.67.40.182,DEV_000845,1.0,Silver,79.0,0.0,427.5978591078942
23,TRX_00000023,2025-06-26 19:09:22.279926,ACC_000277,Withdrawal,19.59283814692269,MERCH_00359,Grocery,USA,Mobile,Completed,USD,0.0025704363076751,inf,0.0,0.0,18.718818221346446,40.937519193458975,4.187626647790868,Credit,Visa,49.89688205113505,1.0,6226.314507328465,705.624596639263,3733.816284307657,30.0,10.212651306185036,0.0,1.0,25.5,164.87368043258402,-3.338142885955719,47.41202087239012,US,186.116.193.255,DEV_000762,0.0,Bronze,20.0,0.0,159.54227638807328
24,TRX_00000024,2026-02-23 13:09:22.279928,ACC_000100,Withdrawal,19.67350324715931,MERCH_00080,Retail,Canada,Phone,Completed,CAD,0.0211805507602392,0.0,inf,0.0,18.718818221346446,20.46375070562356,13.733178619108497,Debit,Mastercard,75.89592300355258,1.0,164.31121855661914,-706.9790251327244,2721.2019719657424,20.0,11.694755558903845,0.0,1.0,12.0,194.5538706492545,89.28832259414631,-72.04020743670925,US,206.38.172.125,DEV_000624,1.0,Silver,25.0,0.0,328.875532252738
25,TRX_00000025,2026-01-25 09:09:22.279930,ACC_000154,Withdrawal,40.96740849901633,MERCH_00246,Grocery,USA,Online,Completed,USD,0.1210775778170782,0.0,0.0,0.0,5.426728685752232,13.145633836280094,9.144665846068618,Credit,Visa,7.090130396616061,1.0,1975.4772870663585,2100.9637857914427,4832.885729844257,52.0,18.81102764807863,0.0,2.0,25.0,57.000665689095975,-89.5544893328952,68.76967897528141,US,53.105.158.12,DEV_000326,0.0,Silver,16.0,0.0,138.96178143314546
26,TRX_00000026,2026-05-11 23:09:22.279932,ACC_000140,Transfer,193.420510841512,MERCH_00342,Grocery,USA,ATM,Completed,AUD,0.0375755169500941,0.0,0.0,0.0,8.519620128930375,11.068968131972293,7.216133257633141,Debit,Mastercard,17.184714060291356,1.0,2034.938457820928,2407.97857640694,4166.561624314435,73.0,3.913103441977256,0.0,3.0,15.0,246.8287899712526,-70.9491464770465,-113.66380012455788,UK,165.246.154.106,DEV_000497,0.0,Silver,40.0,0.0,160.04469756437976
27,TRX_00000027,2026-01-25 22:09:22.279936,ACC_000172,Withdrawal,6.525213008188096,MERCH_00492,Grocery,USA,Mobile,Completed,USD,0.0152567257620349,0.0,0.0,0.0,18.718818221346446,70.32339585519546,7.223306904251992,Credit,Mastercard,23.16647618288706,1.0,1017.4674003987976,793.3361394868133,3782.057750056362,38.0,18.81102764807863,0.0,6.0,11.0,88.36123964645512,-7.048779054345999,-143.14054857379048,CA,35.27.34.209,DEV_000256,0.0,Bronze,12.0,inf,685.073731292058
28,TRX_00000028,2026-01-14 15:09:22.279938,ACC_000009,Deposit,40.68133292985954,MERCH_00136,Retail,USA,Phone,Reversed,GBP,0.1785277151812456,0.0,0.0,0.0,4.9564682825593,50.042507103989855,3.751268753553468,Debit,Visa,7.426466752279801,1.0,2238.079399489045,2728.557603789784,4318.638497564865,69.0,2.8128058229979147,0.0,2.0,17.0,94.07891605726132,37.655141796303056,69.95119150988032,US,200.116.156.1,DEV_000410,0.0,Premium,40.0,0.0,132.24651446641812
29,TRX_00000029,2025-11-06 18:09:22.279940,ACC_000227,Withdrawal,82.85204643097208,MERCH_00385,Dining,USA,Online,Completed,USD,0.0164808763914152,inf,inf,0.0,2.822214081542931,57.46052894713854,0.9287955044826666,Debit,Visa,75.89592300355258,0.0,2510.355265921668,2002.4702350321968,4816.789821427714,72.0,5.289753772243832,0.0,1.0,17.0,151.94755345220477,-85.12180662063221,-27.24765136341153,DE,111.165.93.60,DEV_000112,0.0,Silver,11.0,0.0,681.724418479107
30,TRX_00000030,2026-03-01 17:09:22.279942,ACC_000264,Charge,9.993366780375837,MERCH_00062,Grocery,USA,Online,Completed,CAD,0.0189360539127951,0.0,0.0,0.0,3.88855786563196,13.585453547383151,1.681173247532214,Debit,Amex,28.75707992164829,0.0,1856.2822665383533,1424.247459200922,2038.7976762823728,56.0,4.890503745687663,0.0,6.0,12.0,45.09070005822406,-12.887252437062983,90.9949921983776,US,219.219.164.224,DEV_000501,0.0,Bronze,46.0,0.0,941.4092903848978
31,TRX_00000031,2025-07-01 14:09:22.279944,ACC_000247,Withdrawal,1399.0858421760875,MERCH_00479,Travel,Australia,Mobile,Reversed,EUR,0.0036348344803367,0.0,inf,0.0,9.323337677297236,31.80336514110169,4.312480303248857,Credit,Visa,5.541822713687022,1.0,4433.860418515891,3035.928669219541,1016.5462001520704,52.0,9.580197969891618,1.0,1.0,13.0,78.15959436210753,-44.78771690781559,-151.84631658346228,DE,228.198.239.90,DEV_000266,0.0,Bronze,47.0,0.0,1219.3426543619676
32,TRX_00000032,2026-03-28 01:09:22.279947,ACC_000246,Withdrawal,16.330083820389547,MERCH_00306,Retail,USA,Mobile,Completed,USD,0.0868429145855777,0.0,0.0,inf,5.902432915897734,4.881896506760645,1.901570990178554,Debit,Amex,20.847493002141672,1.0,604.1403184235389,424.3326353406429,4227.453629077584,52.0,6.7283096096062165,0.0,3.0,17.0,244.5973088509186,10.84706409396172,177.01031560187727,US,190.187.200.82,DEV_000530,0.0,Bronze,79.0,0.0,1219.3426543619676
33,TRX_00000033,2026-03-17 04:09:22.279949,ACC_000154,Transfer,23.59715544399817,MERCH_00115,Dining,USA,Online,Completed,USD,0.055824378567911,0.0,0.0,0.0,12.316390493859323,35.17922667955788,18.358203320966766,Credit,Mastercard,22.847955141044626,1.0,837.3913683569464,-234.23518355416297,7220.621817389391,53.0,1.5510110440262288,0.0,3.0,25.5,65.39282761872528,-33.491261711539984,5.193426809618501,US,117.237.163.134,DEV_000983,0.0,Silver,30.0,0.0,232.815565724823
34,TRX_00000034,2025-12-22 16:09:22.279951,ACC_000033,Charge,12.72265293649063,MERCH_00112,Retail,USA,Mobile,Completed,GBP,0.0168889124648569,0.0,1.0,12.72265293649063,1.1211211645589465,55.66010974270349,2.335772548346904,Credit,Mastercard,31.26708797894777,1.0,957.9767347568971,1557.5834747522576,3244.981016952421,48.0,7.7951556562252176,0.0,1.0,15.0,274.92112408004573,27.66268092005245,141.23634378638036,US,162.173.4.187,DEV_000668,0.0,Gold,20.0,0.0,300.05367300383614
35,TRX_00000035,2025-12-08 18:09:22.279953,ACC_000128,Withdrawal,1399.0858421760875,MERCH_00030,Dining,Australia,Phone,Completed,EUR,0.1785277151812456,1.0,0.0,inf,4.40971487255293,28.742626086317948,0.604607475629031,Credit,Mastercard,19.53028315322408,1.0,464.5740260922455,1440.8562651575253,1331.724566377436,30.0,5.176289438553907,0.0,1.0,20.0,203.3576841909141,-63.55131305767719,-6.839945089230838,US,86.179.71.186,DEV_000454,0.0,Premium,1.0,0.0,210.7656281576957
36,TRX_00000036,2025-10-07 03:09:22.279955,ACC_000159,Transfer,272.0022823351821,MERCH_00006,Retail,USA,In-Person,Completed,USD,0.0099844890944203,0.0,0.0,0.0,9.07103985106285,74.01233454905658,7.628801856201859,Credit,Visa,8.972632538080472,1.0,3077.826441535358,2615.08124111692,3442.5662357089323,49.0,11.023924476266448,0.0,3.0,13.0,291.70324073516844,46.80507279306286,-91.50176330986696,US,112.165.92.162,DEV_000150,0.0,Silver,79.0,0.0,454.1940568846615
37,TRX_00000037,2025-06-02 11:09:22.279957,ACC_000088,Transfer,13.829665896628237,MERCH_00413,Retail,USA,Online,Completed,USD,0.0926102555239794,0.0,0.0,0.0,1.1532149288633151,125.61513209868512,5.988797124924561,Prepaid,Visa,37.488141994138175,1.0,1125.7828292069353,6362.779366829936,3076.1925854177143,35.0,1.8472818019739927,0.0,1.0,17.0,79.25480509219722,8.223551419740176,-64.16281423234898,US,87.226.94.226,DEV_000780,0.0,Bronze,9.0,0.0,78.32186036358884
38,TRX_00000038,2025-07-10 19:09:22.279959,ACC_000092,Transfer,1399.0858421760875,MERCH_00441,Online,Canada,Online,Pending,GBP,0.0112074565974847,0.0,0.0,0.0,0.8803758439909275,38.96440381569411,1.459500468747814,Credit,Amex,37.486804126552606,1.0,6226.314507328465,858.182499460729,6147.294403636798,61.0,2.3476477771814794,0.0,3.0,19.0,23.734785309807453,45.27907071452927,143.23414378857808,US,147.41.95.203,DEV_000611,inf,Silver,12.0,0.0,1219.3426543619676
39,TRX_00000039,2026-01-31 00:09:22.279962,ACC_000240,Deposit,134.47756586374993,MERCH_00002,Dining,USA,Online,Completed,USD,0.0142687553680842,0.0,0.0,0.0,8.848969649720567,20.45344591597424,18.358203320966766,Debit,Mastercard,28.99979568430409,inf,462.24423320659866,37.128947819191296,2947.500750948692,35.0,5.383851024348651,0.0,6.0,13.0,606.6988738965103,-2.065547441112884,72.24168851942312,UK,196.129.119.118,DEV_000993,0.0,Silver,25.0,0.0,196.79052872085543
40,TRX_00000040,2025-07-30 11:09:22.279964,ACC_000116,Transfer,150.58185783753945,MERCH_00306,Retail,USA,Online,Completed,USD,0.014033636802783,0.0,0.0,0.0,3.393786561649078,28.9586637311729,2.580778379833048,Debit,Mastercard,26.16612661316434,1.0,456.4890014095993,661.3401082253583,2147.4229264593514,27.0,8.004603106349228,0.0,2.0,11.0,606.6988738965103,-21.62580314429775,-111.07127648824957,AU,167.125.108.39,DEV_000747,0.0,Silver,3.0,0.0,396.1413251344343
41,TRX_00000041,2025-09-02 01:09:22.279966,ACC_000093,Deposit,45.19767206364223,MERCH_00242,Dining,USA,ATM,Completed,CAD,0.0190645260201499,0.0,0.0,0.0,7.245936939751404,30.89155177414866,5.7043746255834415,Credit,Visa,18.58147134588188,inf,2068.81186028064,6362.779366829936,3311.5556577861994,63.0,5.989124748042371,0.0,1.0,14.0,119.73741382159749,-47.289645762034695,-53.65440380094262,DE,41.162.35.120,DEV_000770,0.0,Silver,19.0,0.0,317.80902717667647
42,TRX_00000042,2025-10-03 06:09:22.279968,ACC_000162,Transfer,20.10901106080009,MERCH_00055,Online,UK,Mobile,Completed,USD,0.0175158631804714,0.0,0.0,0.0,1.695352891480038,34.76465950461368,12.064703665753438,Debit,Visa,4.21948527872248,1.0,3535.039718394965,2856.966994356463,1520.744812884223,33.0,18.81102764807863,0.0,2.0,17.0,226.6036180189041,69.412703724919,-168.17490279734818,US,73.220.227.143,DEV_000704,0.0,Gold,12.0,0.0,540.186776694286
43,TRX_00000043,2025-07-28 01:09:22.279970,ACC_000098,Transfer,176.8907301421851,MERCH_00072,Retail,USA,Online,Completed,USD,0.042313893548052,0.0,0.0,0.0,3.560314147663882,125.61513209868512,0.8479937105634104,Debit,Amex,20.22668508186561,1.0,666.5348451873142,870.6523079525134,3027.496268145817,40.0,9.778347637695068,inf,2.0,11.0,47.95414784218576,-11.38900231432966,50.9693147480707,US,113.111.218.229,DEV_000706,0.0,Bronze,19.0,inf,220.23269686993945
44,TRX_00000044,2026-04-17 13:09:22.279973,ACC_000112,Withdrawal,30.259964645707583,MERCH_00009,Dining,Canada,In-Person,Completed,USD,0.1785277151812456,0.0,0.0,inf,5.893187852256399,19.873995813497185,10.560724188952298,Debit,Visa,61.120692288809096,1.0,2592.067369086967,2852.852674393667,463.8345384933468,48.0,5.246120441086698,0.0,2.0,18.0,66.40913306792116,-4.406300592652471,-45.86964904182727,UK,120.121.156.127,DEV_000140,1.0,Premium,22.0,0.0,233.0552062854452
45,TRX_00000045,2025-06-11 02:09:22.279975,ACC_000090,Payment,1399.0858421760875,MERCH_00060,Travel,Australia,In-Person,Completed,CAD,0.1785277151812456,0.0,0.0,0.0,1.748786660994321,125.61513209868512,6.085507455583876,Credit,Amex,75.89592300355258,1.0,3459.831883290534,2434.0716957815184,5704.387060849577,68.0,7.724866414033381,0.0,2.0,18.0,192.76380317541623,4.872420450192408,-160.30255444426032,UK,240.97.242.138,DEV_000052,0.0,Bronze,3.0,0.0,830.2013773923966
46,TRX_00000046,2026-01-08 12:09:22.279977,ACC_000205,Deposit,7.1093995552727725,MERCH_00493,Online,USA,ATM,Completed,USD,0.0390377322140809,0.0,0.0,0.0,1.5413616791882068,38.32938994370671,0.9169873206082044,Debit,Visa,18.319479971032685,1.0,586.0672485358705,578.9049307835053,204.78357157181392,70.0,15.542783841104695,0.0,0.0,16.0,50.574227923773485,3.546449732275107,116.8536604963059,DE,222.185.37.247,DEV_000558,0.0,Silver,19.0,0.0,1219.3426543619676
47,TRX_00000047,2026-03-14 19:09:22.279979,ACC_000016,Payment,1399.0858421760875,MERCH_00049,Travel,UK,Phone,Completed,EUR,0.0172383320134568,0.0,0.0,0.0,18.718818221346446,28.8813365554754,5.460848166989228,Credit,Mastercard,39.32837755017342,1.0,2981.477511332719,2768.608778258071,5790.123343279045,51.0,16.946998160870038,0.0,2.0,11.0,119.32636598828266,15.67373378417264,-24.38961999950928,US,238.151.54.232,DEV_000153,0.0,Gold,34.0,0.0,1219.3426543619676
48,TRX_00000048,2025-12-06 13:09:22.279981,ACC_000273,Transfer,72.05014265617763,MERCH_00121,Travel,USA,Mobile,Completed,CAD,0.0880231441294729,0.0,0.0,0.0,0.9869283668343736,12.94730517699793,10.380261169184957,Credit,Visa,75.89592300355258,1.0,1974.1275496026465,2112.577440525199,1406.827241078215,61.0,6.55314661154999,0.0,2.0,15.0,195.38189337688348,-65.74324661301355,89.0399681849616,US,120.87.161.211,DEV_000245,0.0,Silver,79.0,0.0,181.82699919773327
49,TRX_00000049,2025-07-09 01:09:22.279983,ACC_000172,Withdrawal,1399.0858421760875,MERCH_00174,Utilities,USA,Mobile,Completed,USD,0.0991110222634331,0.0,0.0,0.0,2.41805645352049,28.07047294907977,8.02263515249397,Debit,Mastercard,38.33833843362999,1.0,1998.7320365707044,2664.75105907535,12237.717192070351,46.0,18.81102764807863,0.0,3.0,13.0,205.77727051294207,60.05850113414115,36.217904992331256,US,182.64.78.133,DEV_000977,0.0,Bronze,29.0,0.0,785.7696917049599
50,TRX_00000050,2026-01-11 19:09:22.279985,ACC_000115,Deposit,476.4274870614438,MERCH_00473,Gas,USA,Online,Completed,GBP,0.1058621136129045,0.0,0.0,inf,18.718818221346446,43.2003353867309,7.148243056220199,Credit,Visa,75.89592300355258,1.0,2388.959448041773,2971.92849807761,2347.8819035881133,66.0,8.017665406913247,1.0,2.0,17.0,107.24506891047989,-28.016126481542106,-10.718622092251934,DE,85.101.163.30,DEV_000563,1.0,Bronze,25.0,1.0,1219.3426543619676
51,TRX_00000051,2026-04-07 07:09:22.279987,ACC_000180,Charge,25.520994062011003,MERCH_00000,Dining,Australia,Mobile,Completed,USD,0.1785277151812456,0.0,0.0,0.0,18.718818221346446,10.968856722673488,0.8797265317687196,Debit,Mastercard,29.140966100749203,1.0,2857.503541120531,3372.228578811738,8964.009103092127,33.0,2.8833501797036503,0.0,6.0,10.0,134.67911215382563,207.57334466327885,-142.3605109133149,US,204.233.26.245,DEV_000092,0.0,Bronze,35.0,5.867315814896497,196.6381041687182
